N_estimators,criterion,Min_sample_leaves,Min_impurity_decrease,Max_depth,ACC+
170,squared_error,7,5.5,6,-12.65
50,squared_error,2,8.75,7,-13.25
200,poisson,19,6.25,7,-12.67
170,absolute_error,7,3.0,13,0.0
180,squared_error,3,5.5,9,-12.84
180,squared_error,7,4.0,17,-12.51
10,poisson,7,7.75,13,-14.81
190,absolute_error,14,5.5,9,-0.52
110,squared_error,19,3.5,19,-12.57
160,absolute_error,1,6.0,7,0.0
100,absolute_error,2,1.0,13,-0.97
200,absolute_error,16,0.25,18,-0.49
180,poisson,3,0.75,10,-12.34
70,squared_error,4,1.5,3,-13.18
60,squared_error,12,9.75,3,-11.83
20,squared_error,13,7.0,9,-11.69
170,squared_error,10,9.75,8,-12.39
90,squared_error,12,1.0,11,-12.32
110,squared_error,12,3.0,15,-13.12
130,poisson,14,0.75,15,-12.74
130,poisson,2,2.75,14,-12.68
120,squared_error,16,8.25,2,-13.01
90,squared_error,9,7.25,3,-11.87
120,poisson,19,0.25,2,-12.99
70,squared_error,8,0.75,17,-12.76
10,squared_error,2,1.25,13,-13.01
190,poisson,11,6.25,13,-12.32
200,poisson,13,10.0,6,-12.46
40,absolute_error,10,7.25,18,0.0
130,absolute_error,11,2.5,13,0.0
180,squared_error,20,5.5,16,-12.31
40,poisson,15,4.5,18,-12.56
130,poisson,17,5.5,2,-12.54
30,absolute_error,7,7.75,14,0.0
140,poisson,2,0.0,15,-14.75
40,poisson,10,1.75,16,-10.58
180,poisson,10,0.25,11,-13.09
130,absolute_error,2,9.5,2,0.0
80,absolute_error,16,8.75,1,0.0
110,squared_error,3,2.25,12,-11.79
50,absolute_error,13,8.75,7,0.0
160,absolute_error,8,1.25,8,0.0
150,poisson,9,2.0,6,-11.95
180,absolute_error,6,7.0,12,-1.08
130,squared_error,7,0.0,9,-11.73
90,poisson,14,6.5,20,-12.81
80,poisson,15,2.0,7,-12.37
40,absolute_error,7,4.75,5,0.0
190,squared_error,8,6.75,2,-12.55
70,poisson,2,7.0,6,-11.97
60,absolute_error,4,3.25,6,0.0
50,absolute_error,7,10.0,8,0.0
70,squared_error,19,3.25,5,-12.65
130,poisson,3,4.5,2,-13.56
160,absolute_error,12,1.25,12,0.0
90,squared_error,12,1.5,17,-12.76
90,absolute_error,4,7.5,9,0.0
170,squared_error,14,3.0,16,-12.53
80,absolute_error,5,2.0,10,0.0
50,squared_error,4,1.25,12,-11.69
170,absolute_error,9,1.75,11,-1.68
100,absolute_error,19,8.0,7,-0.97
180,squared_error,9,6.25,15,-12.21
80,poisson,6,9.0,14,-12.2
70,squared_error,14,6.25,10,-12.65
50,squared_error,10,6.0,16,-12.45
110,poisson,14,5.0,20,-11.56
90,poisson,8,10.0,4,-12.56
60,poisson,15,7.5,7,-12.41
40,poisson,7,1.0,16,-12.76
20,squared_error,17,5.25,13,-11.97
160,absolute_error,13,7.5,15,0.0
30,squared_error,12,5.75,5,-13.17
40,poisson,18,8.0,14,-13.07
150,squared_error,20,7.25,14,-12.32
170,poisson,11,1.25,15,-12.05
200,absolute_error,13,0.75,14,0.0
180,absolute_error,14,1.75,13,0.0
150,squared_error,15,7.75,8,-12.36
90,absolute_error,18,6.0,18,0.0
40,squared_error,11,7.5,2,-12.95
10,absolute_error,8,2.25,11,0.0
10,poisson,4,8.5,9,-11.69
40,poisson,4,7.0,12,-13.07
60,squared_error,16,3.75,17,-12.67
200,poisson,8,3.75,9,-12.36
170,squared_error,7,4.25,9,-11.84
140,poisson,3,5.75,15,-13.08
130,squared_error,10,1.75,11,-12.76
80,poisson,19,9.25,15,-12.5
60,poisson,2,4.0,4,-12.8
200,absolute_error,6,0.75,12,-0.49
70,squared_error,12,5.0,3,-11.73
180,poisson,8,6.75,16,-12.31
190,poisson,16,3.75,5,-12.22
130,squared_error,18,10.0,4,-12.32
170,absolute_error,2,5.0,7,-1.14
40,squared_error,16,0.25,18,-12.43
190,poisson,20,3.25,14,-12.46
50,poisson,19,5.25,6,-11.91
190,squared_error,14,7.25,4,-12.88
150,squared_error,17,5.25,1,-12.36
100,squared_error,11,9.75,5,-12.88
10,squared_error,3,0.25,2,-13.25
110,absolute_error,10,5.0,2,-1.72
200,absolute_error,2,7.75,19,-0.49
30,absolute_error,10,4.0,18,0.0
180,squared_error,11,7.0,1,-12.56
200,absolute_error,17,4.75,17,0.0
30,poisson,4,2.5,1,-12.76
150,absolute_error,2,4.75,4,0.0
40,poisson,9,5.75,5,-12.03
160,squared_error,3,5.0,20,-12.15
190,absolute_error,16,9.5,2,-0.52
170,absolute_error,5,0.0,16,-5.09
80,absolute_error,9,5.5,13,-1.2
180,squared_error,20,6.5,20,-12.47
160,absolute_error,13,6.75,15,-0.61
50,poisson,13,3.25,7,-12.81
90,poisson,19,2.5,4,-12.62
90,absolute_error,5,3.0,8,0.0
150,absolute_error,9,8.0,17,0.0
200,squared_error,20,3.75,16,-12.36
160,squared_error,6,8.25,7,-12.82
10,poisson,4,4.75,13,-11.69
120,poisson,10,5.0,1,-12.71
90,absolute_error,10,4.5,10,-1.08
110,poisson,2,10.0,1,-13.12
120,squared_error,8,7.25,13,-13.31
150,absolute_error,12,7.0,16,0.0
60,absolute_error,11,0.75,17,-1.59
50,squared_error,1,6.25,14,-12.96
60,squared_error,19,2.5,6,-12.93
170,poisson,1,1.25,19,-12.5
70,squared_error,1,7.0,11,-13.36
140,absolute_error,5,8.25,6,-0.7
150,poisson,7,10.0,19,-12.98
90,absolute_error,16,3.25,1,0.0
160,absolute_error,18,2.75,16,0.0
100,absolute_error,19,7.5,2,0.0
10,poisson,16,1.25,10,-13.25
150,squared_error,10,5.25,6,-12.36
10,poisson,17,9.0,3,-14.81
150,squared_error,8,9.0,4,-12.93
160,squared_error,9,1.5,20,-13.21
20,squared_error,18,9.25,7,-14.29
150,absolute_error,1,9.5,7,-0.65
10,absolute_error,13,6.75,5,0.0
140,squared_error,7,7.0,1,-13.22
20,poisson,16,6.25,3,-11.83
90,absolute_error,16,5.25,10,0.0
200,absolute_error,17,1.0,15,0.0
30,squared_error,17,7.0,8,-13.01
10,squared_error,2,8.75,4,-13.49
70,absolute_error,6,9.25,15,0.0
100,absolute_error,19,0.5,1,0.0
40,poisson,1,10.0,9,-12.82
120,squared_error,18,3.25,14,-12.41
100,poisson,11,2.0,3,-11.99
90,squared_error,11,7.25,12,-12.79
190,poisson,9,1.75,14,-12.01
50,absolute_error,14,9.0,6,0.0
50,absolute_error,4,3.0,17,0.0
10,poisson,16,5.25,9,-15.41
160,poisson,6,8.25,15,-12.4
20,squared_error,15,2.25,16,-12.1
110,squared_error,20,4.5,1,-12.4
200,poisson,17,2.0,1,-11.86
100,squared_error,11,4.75,9,-11.8
100,absolute_error,15,5.0,12,0.0
20,squared_error,6,4.0,13,-12.24
50,absolute_error,3,8.25,11,-1.89
40,squared_error,4,2.25,9,-11.97
60,squared_error,2,7.75,19,-12.32
200,absolute_error,10,5.0,8,-0.49
130,squared_error,9,1.25,14,-12.76
40,poisson,1,9.0,9,-13.49
90,poisson,20,0.0,2,-12.84
170,poisson,5,3.25,12,-12.74
100,absolute_error,7,4.5,2,0.0
130,absolute_error,18,4.5,5,0.0
90,squared_error,2,3.0,6,-12.84
30,absolute_error,2,9.5,12,0.0
40,absolute_error,12,0.0,14,0.0
100,squared_error,5,4.0,19,-12.21
150,absolute_error,8,7.75,1,-0.65
90,squared_error,2,9.5,9,-12.98
40,absolute_error,14,9.25,9,0.0
90,squared_error,18,7.75,17,-12.59
180,absolute_error,3,6.5,1,0.0
40,absolute_error,20,9.75,5,0.0
90,absolute_error,14,0.25,15,0.0
50,poisson,8,10.0,17,-11.74
140,squared_error,20,5.0,3,-12.5
130,poisson,13,2.5,4,-13.03
70,squared_error,5,7.25,2,-13.25
190,absolute_error,3,1.25,14,0.0
100,squared_error,14,2.5,2,-12.02
60,absolute_error,7,3.0,16,0.0
110,poisson,4,5.75,14,-12.52
50,poisson,2,8.25,17,-13.2
160,absolute_error,15,2.75,7,-1.2
40,absolute_error,7,0.0,14,0.0
150,poisson,4,5.0,1,-12.81
130,squared_error,1,7.0,1,-12.52
80,poisson,13,4.25,4,-12.3
10,absolute_error,7,5.5,6,0.0
190,squared_error,17,8.0,10,-11.88
200,poisson,12,8.75,20,-12.41
160,absolute_error,18,3.25,7,0.0
160,squared_error,17,4.25,18,-12.68
180,poisson,18,5.75,17,-12.91
90,poisson,7,6.0,4,-11.66
170,absolute_error,10,6.5,11,0.0
50,poisson,3,6.75,17,-11.69
90,poisson,12,1.25,4,-12.24
180,absolute_error,8,5.0,11,-0.55
70,squared_error,12,5.25,17,-13.15
80,poisson,1,0.5,20,-12.79
20,poisson,7,1.25,9,-12.1
120,absolute_error,17,1.75,13,0.0
150,squared_error,3,8.0,1,-12.34
30,poisson,9,6.0,8,-11.69
200,poisson,18,8.25,14,-12.67
100,squared_error,7,9.75,8,-12.29
60,squared_error,13,9.75,9,-13.33
190,poisson,2,2.5,19,-12.76
20,squared_error,13,8.0,5,-11.4
20,poisson,20,5.25,19,-10.5
10,poisson,9,9.25,14,-13.95
30,squared_error,1,7.0,1,-11.59
120,absolute_error,7,1.25,7,0.0
30,squared_error,12,1.75,1,-12.41
30,poisson,14,9.0,19,-12.59
110,poisson,8,2.5,4,-12.11
150,absolute_error,20,6.75,19,-0.65
120,squared_error,6,2.5,18,-12.8
20,absolute_error,20,8.0,17,0.0
40,absolute_error,17,3.0,4,0.0
120,absolute_error,10,8.5,6,0.0
190,poisson,12,8.75,20,-12.36
120,absolute_error,14,8.25,16,0.0
30,poisson,7,3.75,9,-12.59
20,poisson,1,4.5,9,-11.97
120,squared_error,9,8.75,11,-12.88
180,absolute_error,18,3.75,3,0.0
140,absolute_error,20,3.25,14,0.0
200,absolute_error,16,3.5,12,0.0
70,squared_error,6,4.0,4,-12.57
30,absolute_error,5,0.5,5,0.0
70,absolute_error,19,8.25,1,0.0
170,poisson,20,4.0,14,-12.82
140,poisson,19,5.5,5,-12.67
140,squared_error,16,7.75,10,-12.08
10,squared_error,2,9.0,12,-13.01
10,poisson,9,9.0,18,-13.95
180,absolute_error,8,7.0,20,0.0
50,poisson,8,0.75,17,-10.81
120,absolute_error,1,7.5,20,0.0
20,poisson,1,8.5,7,-9.86
20,poisson,1,0.75,15,-13.73
60,squared_error,13,4.0,18,-12.28
60,absolute_error,10,2.5,13,0.0
160,absolute_error,18,8.5,8,0.0
130,squared_error,7,4.0,17,-12.82
190,squared_error,7,1.25,8,-12.31
60,absolute_error,13,0.25,9,0.0
140,squared_error,13,1.0,3,-12.87
200,squared_error,9,2.25,7,-12.72
160,squared_error,4,10.0,9,-12.05
80,squared_error,10,6.0,5,-12.63
90,poisson,18,2.5,8,-12.18
70,squared_error,19,5.0,13,-12.16
120,squared_error,14,4.5,3,-12.56
40,poisson,6,0.25,1,-12.88
200,absolute_error,4,6.0,16,-0.49
70,absolute_error,2,3.5,7,0.0
10,absolute_error,8,9.75,15,0.0
110,absolute_error,12,6.0,9,0.0
140,poisson,6,1.0,20,-12.2
100,poisson,8,6.25,12,-12.24
200,squared_error,14,2.75,6,-12.71
110,absolute_error,20,9.0,1,0.0
150,poisson,15,1.25,2,-12.36
60,absolute_error,8,0.5,14,0.0
30,poisson,20,4.75,14,-13.41
10,squared_error,16,9.25,12,-12.24
170,squared_error,5,4.25,15,-12.38
20,squared_error,12,3.75,10,-11.11
110,absolute_error,2,5.0,17,-0.88
190,absolute_error,11,6.25,7,-0.52
140,poisson,18,8.0,18,-12.97
60,absolute_error,20,8.75,18,0.0
110,squared_error,6,8.75,3,-11.99
130,squared_error,19,6.75,6,-11.69
160,poisson,9,4.0,9,-12.52
130,absolute_error,5,2.0,13,0.0
160,squared_error,3,1.0,4,-12.1
190,absolute_error,13,8.25,1,-0.52
110,squared_error,16,0.5,16,-12.89
120,poisson,7,10.0,15,-12.03
160,squared_error,5,5.25,8,-13.04
150,squared_error,8,6.0,18,-12.5
80,absolute_error,1,7.0,1,0.0
130,absolute_error,8,8.25,17,0.0
170,poisson,13,1.5,7,-12.25
30,absolute_error,18,0.25,16,0.0
160,absolute_error,12,1.0,10,-0.61
160,squared_error,1,6.5,9,-12.08
20,absolute_error,14,8.5,3,0.0
40,poisson,8,0.25,10,-11.69
150,absolute_error,20,4.0,4,0.0
120,absolute_error,14,1.75,16,-0.81
190,squared_error,11,2.5,12,-12.25
120,squared_error,5,10.0,12,-12.76
160,squared_error,1,3.0,17,-12.71
160,squared_error,12,7.75,13,-12.6
190,absolute_error,6,6.75,18,0.0
160,poisson,6,0.25,18,-12.68
140,absolute_error,7,9.75,13,-0.7
20,poisson,4,7.75,6,-10.96
60,absolute_error,2,2.25,17,0.0
10,poisson,6,3.25,14,-11.4
190,squared_error,20,4.75,12,-12.62
100,squared_error,13,3.5,15,-11.86
180,squared_error,11,9.75,8,-13.29
40,poisson,18,1.5,11,-12.3
60,squared_error,2,4.5,13,-12.32
30,poisson,19,0.25,13,-12.59
130,absolute_error,14,1.25,8,0.0
50,squared_error,17,8.25,2,-12.86
40,squared_error,12,3.5,12,-12.37
110,poisson,3,2.5,3,-12.62
40,squared_error,5,4.0,20,-12.82
110,absolute_error,11,0.75,14,0.0
60,squared_error,4,1.0,3,-12.5
110,poisson,12,6.25,4,-12.99
170,absolute_error,13,3.75,8,-0.58
150,poisson,18,3.0,1,-12.93
190,poisson,1,4.75,8,-12.62
60,absolute_error,13,5.75,19,0.0
110,absolute_error,10,8.75,8,0.0
80,absolute_error,12,3.75,14,0.0
140,squared_error,9,4.0,19,-12.56
150,absolute_error,16,8.25,15,-1.28
60,absolute_error,19,6.5,9,-1.59
170,poisson,14,5.25,4,-13.15
140,squared_error,7,8.0,5,-12.57
110,absolute_error,5,5.0,6,-2.52
50,poisson,3,0.25,10,-13.11
30,squared_error,4,9.25,8,-13.33
70,squared_error,20,6.5,20,-13.08
110,squared_error,20,7.25,12,-12.8
130,absolute_error,13,3.0,7,-0.75
30,absolute_error,5,7.75,16,0.0
70,poisson,1,2.0,14,-11.49
20,absolute_error,1,8.5,13,0.0
110,poisson,17,4.75,18,-11.94
170,absolute_error,11,2.25,11,-0.58
130,squared_error,4,2.5,20,-12.6
150,squared_error,2,5.75,15,-11.95
140,absolute_error,11,7.0,3,0.0
160,poisson,17,6.75,20,-13.04
160,absolute_error,20,2.0,19,-0.61
100,absolute_error,1,6.5,1,-0.97
120,absolute_error,12,2.25,13,0.0
70,poisson,7,3.0,16,-12.54
90,squared_error,10,1.5,6,-13.25
190,poisson,3,8.75,14,-12.4
150,absolute_error,9,2.25,8,0.0
30,poisson,7,10.0,10,-12.24
90,squared_error,3,8.5,5,-12.09
100,squared_error,9,8.5,9,-12.21
50,absolute_error,12,5.5,20,0.0
200,poisson,17,4.0,1,-12.59
20,squared_error,12,1.75,11,-12.63
190,poisson,1,9.75,1,-12.51
150,absolute_error,11,3.5,19,-0.65
190,absolute_error,7,8.75,14,-0.52
70,poisson,6,10.0,10,-11.65
100,absolute_error,10,9.25,5,-1.89
90,squared_error,10,4.0,15,-12.87
10,absolute_error,2,7.0,17,0.0
120,absolute_error,4,9.0,18,-0.81
130,squared_error,4,3.5,10,-12.74
170,poisson,19,7.75,17,-12.36
80,poisson,20,1.5,18,-12.6
140,squared_error,15,1.5,8,-12.78
30,squared_error,4,10.0,2,-12.67
50,poisson,12,9.75,7,-12.18
170,poisson,17,6.25,9,-11.74
110,poisson,6,0.75,5,-13.03
200,poisson,8,3.5,9,-12.01
90,squared_error,8,4.25,3,-12.64
10,poisson,9,8.0,15,-11.4
190,absolute_error,10,8.5,10,-1.02
20,squared_error,20,7.25,3,-12.24
150,poisson,4,5.5,15,-12.55
190,squared_error,1,1.25,1,-12.24
100,squared_error,18,1.75,10,-12.18
90,absolute_error,12,7.25,10,-1.08
70,squared_error,13,1.0,11,-12.97
30,absolute_error,12,6.25,10,0.0
160,squared_error,12,9.75,10,-12.56
170,squared_error,6,1.25,15,-12.42
170,squared_error,3,8.75,15,-12.83
40,squared_error,16,7.5,19,-11.76
10,squared_error,18,1.0,19,-11.4
120,absolute_error,16,7.25,7,0.0
20,squared_error,17,2.5,16,-11.55
180,absolute_error,10,8.75,9,-1.08
90,squared_error,7,4.25,5,-12.53
140,squared_error,8,4.25,1,-12.37
30,squared_error,9,3.5,5,-13.95
140,absolute_error,19,0.0,13,0.0
40,squared_error,14,0.0,17,-13.43
10,poisson,15,1.0,5,-13.95
170,poisson,6,2.25,14,-12.28
190,absolute_error,2,6.5,10,-0.52
200,poisson,18,9.5,5,-12.33
200,poisson,1,9.5,2,-12.47
30,absolute_error,7,3.5,19,0.0
40,squared_error,15,9.75,12,-11.76
170,squared_error,3,7.0,15,-12.19
160,squared_error,7,9.75,20,-12.99
180,absolute_error,9,3.75,15,-0.55
40,absolute_error,14,1.0,15,0.0
120,absolute_error,3,4.0,19,0.0
110,poisson,4,3.0,18,-12.36
50,poisson,7,0.0,15,-12.29
30,poisson,7,7.25,6,-11.31
140,squared_error,10,8.5,6,-12.65
10,poisson,9,1.0,18,-10.81
120,absolute_error,5,1.25,13,0.0
180,squared_error,7,4.75,12,-12.6
180,absolute_error,17,8.5,10,-1.08
150,absolute_error,1,0.25,8,-2.18
80,poisson,2,6.75,14,-12.82
150,squared_error,3,9.75,10,-12.71
110,poisson,11,8.25,1,-12.31
200,squared_error,20,3.0,20,-12.71
130,poisson,10,6.25,5,-12.17
180,squared_error,2,9.5,12,-13.17
180,poisson,7,6.75,20,-12.22
60,absolute_error,3,10.0,11,-1.59
90,squared_error,1,2.25,15,-12.32
190,poisson,11,2.25,13,-12.8
140,absolute_error,14,5.0,8,0.0
10,absolute_error,18,8.75,14,0.0
200,squared_error,4,3.0,18,-12.18
70,poisson,14,6.25,17,-12.08
170,absolute_error,13,6.5,1,-0.58
70,poisson,12,6.25,20,-12.5
150,squared_error,3,1.75,11,-12.31
120,squared_error,13,3.0,18,-11.85
200,absolute_error,2,5.5,2,0.0
160,poisson,9,6.25,2,-12.34
150,squared_error,17,8.5,20,-13.33
150,poisson,13,8.25,8,-12.34
190,absolute_error,15,7.5,4,-0.52
110,poisson,20,3.75,5,-12.92
130,absolute_error,3,1.25,18,-0.75
120,squared_error,8,4.25,8,-12.54
80,absolute_error,19,2.25,16,0.0
10,squared_error,1,2.0,18,-14.81
90,poisson,6,8.0,13,-12.21
110,squared_error,15,6.5,10,-12.5
170,absolute_error,5,2.5,19,-0.58
110,poisson,15,3.75,1,-12.89
200,poisson,8,4.25,16,-12.92
140,squared_error,12,0.0,4,-12.14
50,poisson,13,1.5,15,-11.69
70,squared_error,8,8.5,3,-12.5
160,poisson,3,8.75,17,-12.02
130,squared_error,7,6.0,3,-12.66
70,poisson,6,2.25,6,-13.49
170,squared_error,11,2.0,18,-12.41
90,absolute_error,5,10.0,3,-1.08
20,squared_error,8,8.0,6,-13.73
100,squared_error,17,9.25,14,-12.58
50,poisson,9,3.25,12,-11.91
160,absolute_error,13,8.5,11,-0.61
50,absolute_error,10,6.25,12,0.0
10,squared_error,2,7.0,16,-13.01
20,poisson,12,3.0,20,-12.88
100,squared_error,17,1.25,17,-12.68
70,poisson,9,10.0,5,-12.54
170,poisson,9,7.0,6,-12.22
90,poisson,7,4.25,9,-12.03
180,squared_error,6,9.0,2,-12.93
190,squared_error,7,1.75,18,-12.43
90,absolute_error,1,5.5,2,0.0
30,absolute_error,17,9.5,6,0.0
140,absolute_error,15,1.25,19,-0.7
60,squared_error,4,0.75,7,-12.37
10,squared_error,17,0.75,1,-12.5
10,absolute_error,16,1.0,11,0.0
10,squared_error,2,2.75,1,-13.01
180,poisson,17,6.5,8,-12.56
100,poisson,10,4.75,20,-12.53
120,poisson,2,0.75,12,-12.26
130,squared_error,4,3.5,1,-12.8
30,absolute_error,13,5.75,6,0.0
100,absolute_error,9,10.0,9,0.0
180,poisson,3,0.75,2,-12.4
50,absolute_error,11,8.5,4,0.0
200,absolute_error,5,0.0,9,-3.15
100,poisson,4,6.5,14,-12.29
130,squared_error,2,4.75,20,-12.34
30,squared_error,8,6.25,17,-11.87
10,absolute_error,2,1.25,13,0.0
150,absolute_error,16,3.25,9,-0.65
10,absolute_error,10,3.75,5,0.0
20,poisson,7,3.0,1,-10.66
160,poisson,15,3.0,5,-13.16
180,squared_error,16,0.5,11,-12.53
40,squared_error,12,7.75,12,-12.56
80,absolute_error,7,10.0,5,-1.2
50,poisson,10,4.25,10,-11.86
150,poisson,19,4.5,1,-13.44
140,poisson,1,1.75,12,-12.74
170,absolute_error,8,2.25,5,-1.14
10,absolute_error,17,8.75,13,0.0
40,poisson,20,2.75,7,-12.3
180,absolute_error,11,4.0,14,-1.08
180,squared_error,10,4.25,1,-12.37
150,poisson,8,0.75,3,-12.09
160,absolute_error,11,8.5,18,-0.61
40,squared_error,18,5.75,18,-12.3
90,squared_error,19,8.0,4,-12.84
50,absolute_error,11,7.75,16,0.0
140,poisson,15,3.0,9,-11.97
190,absolute_error,2,1.75,16,0.0
60,poisson,8,0.25,10,-11.87
90,absolute_error,14,7.0,2,0.0
170,absolute_error,20,4.75,20,-0.58
90,poisson,2,5.25,8,-12.64
20,poisson,11,5.5,17,-11.83
50,absolute_error,16,6.25,11,0.0
160,absolute_error,11,6.5,17,-1.2
80,squared_error,16,8.75,16,-12.56
20,squared_error,20,3.75,14,-13.25
100,squared_error,18,8.25,8,-12.07
190,squared_error,17,8.5,16,-12.47
10,absolute_error,1,9.5,8,0.0
180,poisson,10,6.0,9,-12.41
200,squared_error,15,8.75,4,-12.68
20,poisson,12,8.0,15,-12.24
90,absolute_error,4,4.75,7,-2.08
120,squared_error,2,7.75,7,-12.67
180,squared_error,6,3.0,12,-12.53
80,poisson,18,5.0,14,-12.88
40,squared_error,12,5.5,20,-11.4
130,poisson,2,4.75,20,-11.92
90,absolute_error,15,1.0,12,-1.08
140,poisson,16,8.0,10,-12.7
10,squared_error,13,4.5,10,-13.73
90,absolute_error,10,6.25,19,0.0
180,poisson,19,5.5,15,-12.88
130,poisson,6,3.0,5,-12.85
100,squared_error,11,4.5,2,-11.52
200,squared_error,20,6.25,12,-12.85
40,absolute_error,15,4.0,2,0.0
180,absolute_error,9,9.75,13,-0.55
130,absolute_error,1,6.75,16,-0.75
90,poisson,10,7.5,19,-12.87
150,absolute_error,9,1.75,6,-0.65
60,squared_error,11,3.25,2,-12.8
170,absolute_error,18,1.0,2,-0.58
120,absolute_error,14,3.75,16,0.0
200,absolute_error,16,0.25,7,-0.49
180,absolute_error,20,1.75,16,-0.55
10,absolute_error,2,7.5,2,0.0
140,poisson,15,0.25,7,-12.37
190,squared_error,18,2.5,2,-12.43
120,poisson,20,1.75,20,-13.31
10,poisson,10,7.0,15,-14.18
10,squared_error,18,1.0,18,-12.76
100,squared_error,20,2.75,14,-12.32
20,squared_error,7,1.75,14,-11.97
70,absolute_error,5,5.75,3,0.0
70,squared_error,8,4.0,2,-13.29
20,poisson,16,6.25,16,-13.84
190,absolute_error,17,4.25,11,-0.52
130,poisson,10,2.5,2,-12.24
110,poisson,18,4.5,7,-11.4
140,poisson,11,1.75,3,-12.43
40,absolute_error,4,2.5,6,0.0
180,poisson,17,8.5,19,-12.38
80,squared_error,19,9.25,20,-12.88
160,absolute_error,15,9.0,10,0.0
190,squared_error,11,7.0,5,-12.5
80,squared_error,6,7.0,7,-12.4
180,poisson,16,2.5,16,-12.49
100,squared_error,12,3.5,19,-12.66
190,squared_error,15,0.5,16,-12.08
10,poisson,1,5.75,5,-10.81
180,absolute_error,5,2.0,5,-0.55
40,absolute_error,5,6.25,6,0.0
90,absolute_error,13,9.0,16,0.0
170,squared_error,5,9.5,12,-12.58
10,absolute_error,12,7.75,18,0.0
190,squared_error,17,0.75,6,-12.69
20,absolute_error,17,9.5,19,0.0
120,absolute_error,13,1.25,17,0.0
30,absolute_error,11,2.0,18,0.0
160,squared_error,11,6.75,4,-12.27
80,absolute_error,17,6.0,20,-1.2
150,squared_error,2,6.75,6,-12.52
140,absolute_error,4,7.5,8,-0.7
20,squared_error,6,4.0,6,-12.37
110,poisson,2,9.5,14,-11.92
170,poisson,15,3.0,2,-12.38
90,poisson,4,6.25,9,-12.15
50,absolute_error,11,3.5,4,0.0
140,poisson,5,6.75,8,-11.77
70,poisson,2,7.75,10,-12.65
150,poisson,14,6.25,18,-12.66
120,squared_error,7,4.25,2,-12.65
90,poisson,18,7.0,3,-12.03
110,squared_error,15,2.5,12,-12.83
70,absolute_error,3,9.25,6,0.0
100,poisson,20,6.25,5,-13.49
160,poisson,20,9.5,7,-12.84
130,absolute_error,10,6.25,10,0.0
60,poisson,10,8.75,9,-11.74
160,poisson,7,0.0,10,-12.84
180,absolute_error,18,6.75,8,-1.08
180,absolute_error,18,7.25,17,0.0
60,squared_error,3,5.5,5,-12.37
140,poisson,10,0.5,15,-12.1
160,poisson,16,7.5,15,-12.19
90,squared_error,12,7.75,11,-12.15
90,absolute_error,18,2.5,17,0.0
190,absolute_error,5,7.25,1,-1.02
70,squared_error,5,7.5,13,-12.12
150,absolute_error,2,6.75,4,-0.65
60,squared_error,3,7.25,17,-12.63
190,absolute_error,11,4.25,6,0.0
120,poisson,19,4.75,9,-12.61
90,poisson,5,8.0,5,-11.75
170,absolute_error,1,4.0,2,-0.58
30,absolute_error,11,0.75,2,-5.56
20,poisson,5,9.0,10,-13.37
200,poisson,19,5.75,8,-12.29
200,squared_error,20,9.0,9,-12.32
130,poisson,7,2.25,17,-13.29
110,squared_error,6,1.0,12,-13.21
150,squared_error,14,9.0,10,-12.43
100,squared_error,7,7.0,18,-12.13
150,squared_error,12,0.0,7,-12.25
130,absolute_error,2,6.75,8,-0.75
60,poisson,14,0.25,20,-12.5
60,poisson,20,8.5,6,-12.71
100,absolute_error,3,1.75,4,0.0
40,squared_error,8,3.75,12,-12.69
120,squared_error,14,2.0,1,-13.07
100,squared_error,8,9.0,9,-12.83
110,poisson,5,6.25,7,-13.01
150,absolute_error,3,0.75,11,-0.65
170,poisson,6,4.75,20,-12.96
150,absolute_error,20,2.0,12,0.0
20,absolute_error,1,7.75,17,0.0
10,squared_error,17,8.5,5,-13.49
200,squared_error,16,4.25,16,-12.01
150,poisson,1,4.5,19,-12.99
180,absolute_error,20,10.0,20,-1.08
150,poisson,14,5.75,13,-12.82
10,poisson,16,4.25,12,-14.39
150,poisson,14,5.0,12,-12.94
80,poisson,11,6.25,7,-12.5
60,poisson,4,7.75,16,-13.01
10,poisson,12,7.25,3,-13.49
180,squared_error,19,2.75,18,-12.91
110,poisson,12,2.25,7,-11.94
160,poisson,4,0.75,18,-13.02
30,squared_error,19,0.5,18,-13.17
80,poisson,7,0.75,15,-13.04
50,absolute_error,3,9.75,1,-1.89
180,poisson,1,2.0,7,-12.09
140,absolute_error,19,9.0,16,0.0
140,poisson,2,3.5,12,-12.16
110,squared_error,7,8.75,17,-12.45
130,absolute_error,13,1.25,11,-0.75
140,squared_error,15,3.25,20,-12.54
180,squared_error,3,3.0,11,-12.34
160,poisson,1,1.75,14,-12.63
50,absolute_error,7,8.25,3,-1.89
90,poisson,15,5.75,5,-11.81
170,squared_error,17,9.5,7,-12.55
100,absolute_error,19,7.0,18,0.0
170,squared_error,11,0.75,13,-12.82
170,squared_error,19,7.25,17,-12.99
50,absolute_error,5,8.0,14,0.0
20,poisson,10,1.75,10,-13.49
110,poisson,12,2.5,12,-12.73
80,absolute_error,6,0.25,16,-1.2
90,squared_error,20,4.0,8,-12.7
140,squared_error,17,9.75,4,-12.65
20,absolute_error,17,2.0,3,0.0
30,squared_error,14,1.75,13,-13.49
170,poisson,17,2.5,14,-12.08
110,poisson,13,6.25,12,-12.31
90,absolute_error,2,3.0,15,-1.08
